年龄,受教育时间,性别,资产净增,资产损失,一周工作时间,收入水平
30,10,Male,7298,0,48,>50K
52,9,Male,0,0,40,>50K
35,9,Male,0,0,90,<=50K
48,11,Male,0,0,48,<=50K
23,9,Male,0,2377,40,<=50K
37,14,Male,0,0,50,<=50K
44,14,Male,0,2415,55,>50K
44,9,Male,0,0,50,>50K
36,13,Male,0,0,40,<=50K
26,10,Male,0,0,12,<=50K
31,13,Male,0,0,45,>50K
23,9,Male,0,0,12,<=50K
29,9,Male,0,0,50,<=50K
53,9,Female,0,0,40,<=50K
52,11,Male,0,0,40,<=50K
55,9,Male,0,1887,40,>50K
31,6,Male,0,0,40,<=50K
19,9,Female,0,0,16,<=50K
64,9,Female,0,0,30,<=50K
55,9,Male,0,0,40,<=50K
48,14,Male,0,0,55,>50K
20,9,Female,0,0,40,<=50K
50,9,Female,7298,0,30,>50K
45,13,Male,0,0,51,<=50K
17,6,Male,0,0,10,<=50K
38,9,Female,0,0,25,<=50K
43,9,Female,0,0,40,>50K
22,9,Male,0,0,30,<=50K
63,9,Female,0,0,40,<=50K
36,13,Male,0,0,45,<=50K
56,13,Male,0,0,50,>50K
43,15,Male,0,0,40,<=50K
41,13,Male,0,0,45,>50K
41,9,Female,0,0,40,<=50K
36,13,Male,0,0,45,<=50K
59,16,Male,0,0,50,>50K
46,12,Male,0,0,44,>50K
23,13,Female,0,0,36,<=50K
46,10,Male,0,0,20,<=50K
53,13,Male,0,1902,40,>50K
47,9,Male,0,0,56,<=50K
46,14,Female,0,0,40,<=50K
47,9,Male,0,0,56,>50K
29,9,Male,0,1887,30,>50K
32,11,Female,0,0,40,<=50K
90,9,Male,0,0,40,<=50K
63,13,Male,0,0,49,<=50K
23,11,Male,0,0,40,<=50K
76,13,Male,0,0,30,<=50K
23,11,Female,0,0,40,<=50K
44,10,Female,0,0,30,>50K
81,6,Female,2936,0,28,<=50K
17,6,Female,0,0,12,<=50K
56,11,Male,0,0,40,>50K
58,6,Male,0,0,40,<=50K
45,13,Male,0,0,45,>50K
25,9,Male,0,0,40,<=50K
36,13,Female,0,0,35,>50K
32,11,Female,0,0,24,>50K
25,9,Male,0,0,30,<=50K
29,10,Male,0,0,40,>50K
23,9,Male,0,0,60,<=50K
41,14,Male,0,0,55,>50K
48,13,Male,0,0,40,>50K
29,9,Male,0,0,60,<=50K
27,14,Male,0,0,20,<=50K
55,10,Male,0,0,40,<=50K
30,7,Male,0,1651,40,<=50K
45,10,Female,0,0,40,<=50K
50,9,Male,0,0,40,<=50K
22,9,Male,0,0,50,<=50K
80,9,Female,0,0,32,<=50K
30,9,Male,0,0,44,<=50K
20,10,Female,0,0,20,<=50K
29,9,Male,0,0,35,<=50K
56,10,Male,0,0,40,<=50K
63,13,Male,0,0,40,<=50K
20,9,Male,0,0,40,<=50K
38,9,Female,0,0,40,<=50K
31,9,Male,0,0,40,<=50K
21,10,Male,0,0,35,<=50K
47,6,Male,0,0,46,>50K
25,13,Female,0,0,40,<=50K
31,10,Female,0,0,38,<=50K
28,9,Female,0,0,40,<=50K
38,9,Male,0,0,99,<=50K
30,13,Male,0,0,40,<=50K
39,9,Male,0,1977,40,>50K
27,13,Female,0,0,36,<=50K
26,10,Female,0,0,40,<=50K
47,9,Female,0,0,40,<=50K
27,9,Male,0,2258,50,<=50K
43,10,Male,0,0,32,<=50K
32,13,Male,0,0,55,<=50K
20,10,Male,0,0,30,<=50K
21,8,Female,0,0,20,<=50K
32,11,Male,0,0,40,<=50K
37,11,Male,0,0,48,<=50K
45,9,Male,0,0,40,<=50K
37,12,Male,0,1887,40,>50K
54,5,Female,0,0,15,<=50K
24,13,Male,0,0,25,<=50K
28,7,Male,0,0,30,<=50K
23,10,Male,0,0,40,<=50K
54,9,Male,0,0,40,<=50K
40,9,Male,0,0,40,>50K
38,10,Male,0,0,48,>50K
71,6,Male,0,0,40,<=50K
51,10,Female,0,0,40,<=50K
52,10,Male,0,0,5,<=50K
30,13,Female,0,0,40,<=50K
34,9,Male,7688,0,40,>50K
38,6,Female,0,0,40,<=50K
43,11,Female,13550,0,40,>50K
43,7,Male,0,0,42,<=50K
36,10,Male,13550,0,40,>50K
24,10,Female,0,0,40,<=50K
29,2,Male,0,0,40,<=50K
55,6,Female,0,0,40,<=50K
51,14,Male,0,1902,60,>50K
43,9,Female,0,0,40,<=50K
28,9,Male,0,0,40,<=50K
54,12,Male,0,0,45,<=50K
47,10,Male,0,0,40,>50K
47,13,Male,0,0,55,>50K
47,10,Male,0,0,57,>50K
38,10,Female,6497,0,35,<=50K
60,3,Male,0,0,40,<=50K
19,9,Female,0,0,25,<=50K
22,10,Female,0,0,25,<=50K
55,14,Male,0,0,40,>50K
44,10,Female,0,0,35,<=50K
53,2,Male,7688,0,67,>50K
44,14,Female,4386,0,40,>50K
28,13,Male,0,0,50,<=50K
30,10,Female,0,0,40,<=50K
39,9,Female,0,0,40,<=50K
43,9,Female,0,0,40,<=50K
24,13,Female,0,0,40,<=50K
27,11,Male,0,0,56,<=50K
64,3,Male,0,0,70,<=50K
41,10,Male,0,0,40,>50K
28,9,Male,0,0,40,<=50K
61,9,Male,0,0,30,<=50K
27,7,Female,0,0,40,<=50K
49,10,Female,0,0,32,<=50K
20,10,Male,0,0,40,<=50K
41,13,Female,0,1876,40,<=50K
28,9,Male,0,0,40,<=50K
36,9,Male,0,0,40,<=50K
44,13,Male,0,0,40,<=50K
51,13,Female,7688,0,20,>50K
40,10,Female,0,0,38,<=50K
19,9,Female,0,0,40,<=50K
54,10,Female,0,0,40,<=50K
55,9,Male,0,0,40,<=50K
57,11,Female,0,0,40,<=50K
29,10,Female,0,0,30,<=50K
51,9,Female,0,0,43,<=50K
44,9,Male,0,0,37,<=50K
35,11,Male,0,0,42,<=50K
40,9,Male,0,0,40,<=50K
46,4,Female,0,0,32,<=50K
25,10,Male,0,0,60,>50K
33,13,Male,0,1408,36,<=50K
32,10,Female,0,2205,40,<=50K
22,9,Female,0,0,40,<=50K
39,10,Female,0,0,40,<=50K
18,9,Male,0,0,40,<=50K
43,9,Female,0,0,45,<=50K
46,9,Male,0,0,40,<=50K
63,10,Male,7298,0,48,>50K
40,10,Male,0,0,8,<=50K
59,13,Male,0,0,60,>50K
40,14,Female,0,0,40,<=50K
23,9,Male,0,0,35,<=50K
64,9,Male,0,0,10,<=50K
36,11,Male,0,0,60,<=50K
48,9,Female,0,0,40,<=50K
43,10,Female,0,0,40,>50K
18,6,Female,0,0,30,<=50K
17,7,Male,0,0,16,<=50K
36,15,Male,0,0,50,<=50K
53,9,Male,0,0,40,>50K
36,10,Female,0,0,39,<=50K
20,9,Male,0,0,40,<=50K
22,13,Female,0,0,60,<=50K
34,13,Male,0,0,40,>50K
39,7,Male,0,0,40,<=50K
57,10,Female,0,0,40,<=50K
30,6,Female,0,0,40,<=50K
37,15,Male,0,0,60,>50K
51,9,Male,0,0,40,>50K
38,9,Male,0,0,40,<=50K
34,9,Female,0,0,35,<=50K
47,9,Female,0,0,40,<=50K
28,9,Male,0,0,40,<=50K
25,6,Male,0,0,24,<=50K
25,10,Female,0,0,60,<=50K
50,14,Male,15024,0,65,>50K
50,9,Male,0,0,40,>50K
43,13,Male,0,0,48,<=50K
27,9,Male,0,1876,75,<=50K
32,9,Male,0,0,50,<=50K
44,6,Male,0,0,35,<=50K
19,9,Female,0,0,20,<=50K
53,10,Male,0,0,40,>50K
21,9,Male,0,0,40,<=50K
26,9,Male,0,0,40,<=50K
68,9,Male,0,419,12,<=50K
31,10,Male,0,2051,57,<=50K
32,13,Male,0,2444,50,>50K
33,14,Male,0,0,40,<=50K
49,9,Male,0,0,40,<=50K
24,7,Male,0,0,65,<=50K
30,9,Male,0,0,42,<=50K
49,9,Male,0,0,40,>50K
18,7,Male,0,0,40,<=50K
30,10,Female,0,0,37,<=50K
51,9,Male,0,0,40,<=50K
52,10,Male,0,0,40,<=50K
52,9,Male,0,0,30,<=50K
23,9,Male,0,0,32,<=50K
23,6,Male,0,0,60,<=50K
36,9,Male,0,0,48,<=50K
19,7,Male,0,0,25,<=50K
53,9,Male,0,0,60,<=50K
17,7,Male,0,0,25,<=50K
69,9,Female,0,0,8,<=50K
46,13,Female,0,0,40,<=50K
33,9,Male,0,0,46,<=50K
40,10,Male,0,0,45,<=50K
56,10,Male,0,0,60,<=50K
29,14,Male,0,0,40,<=50K
41,10,Female,0,0,38,<=50K
22,9,Male,0,0,45,<=50K
28,4,Male,0,0,40,<=50K
31,13,Male,0,0,46,<=50K
35,13,Female,0,0,40,<=50K
38,10,Male,0,0,40,<=50K
17,6,Female,0,0,10,<=50K
39,6,Male,0,0,40,<=50K
27,10,Male,0,0,40,<=50K
50,9,Female,0,0,40,<=50K
56,9,Male,0,0,40,<=50K
80,9,Male,0,0,20,<=50K
38,10,Female,0,0,15,<=50K
52,9,Male,0,0,40,>50K
26,13,Male,0,0,38,<=50K
43,9,Female,0,0,40,<=50K
45,13,Female,0,0,42,<=50K
41,11,Male,0,0,40,>50K
30,12,Female,0,0,25,<=50K
24,10,Male,2407,0,40,<=50K
43,10,Female,0,0,20,<=50K
44,13,Male,0,0,70,>50K
54,9,Male,0,0,40,<=50K
23,13,Female,0,2258,40,>50K
33,9,Male,0,0,60,>50K
18,7,Male,0,0,16,<=50K
38,10,Female,0,0,40,<=50K
41,11,Male,0,0,45,<=50K
22,8,Male,0,0,48,<=50K
66,4,Male,0,0,40,>50K
70,9,Male,0,0,40,<=50K
58,6,Female,0,1977,35,>50K
60,14,Female,0,0,10,<=50K
24,6,Male,0,0,65,<=50K
61,7,Female,0,0,36,<=50K
35,13,Male,0,0,40,<=50K
19,10,Female,0,0,40,<=50K
52,9,Female,0,0,40,<=50K
38,13,Male,7298,0,50,>50K
39,9,Male,0,0,40,<=50K
33,13,Male,0,0,50,<=50K
52,9,Female,0,0,40,<=50K
41,9,Female,0,0,44,<=50K
37,10,Male,0,0,55,<=50K
38,13,Male,0,0,45,>50K
27,10,Female,0,0,40,<=50K
38,14,Female,0,0,40,<=50K
38,13,Male,3103,0,60,>50K
49,9,Male,0,0,30,>50K
38,13,Male,0,0,45,>50K
22,9,Male,0,0,55,<=50K
40,12,Male,0,0,40,>50K
20,9,Male,0,0,40,<=50K
34,16,Female,0,0,99,<=50K
24,14,Male,0,0,56,<=50K
58,13,Male,4787,0,40,>50K
24,10,Female,0,0,40,<=50K
43,9,Male,0,0,45,<=50K
38,9,Female,0,0,40,<=50K
42,9,Male,0,0,40,<=50K
27,10,Male,0,0,40,<=50K
18,6,Female,0,0,20,<=50K
37,9,Male,27828,0,48,>50K
48,9,Male,0,0,65,<=50K
40,4,Female,0,0,25,<=50K
50,13,Male,7688,0,50,>50K
57,9,Female,0,0,35,<=50K
36,10,Male,0,0,60,>50K
41,9,Male,0,0,40,<=50K
90,4,Male,0,0,40,<=50K
66,4,Female,0,0,10,<=50K
34,9,Female,0,2179,12,<=50K
23,9,Male,0,0,1,<=50K
35,9,Male,0,0,55,<=50K
32,9,Male,2407,0,40,<=50K
33,13,Male,0,0,50,>50K
32,11,Male,0,0,40,<=50K
31,10,Male,0,0,40,<=50K
32,10,Male,0,0,50,<=50K
40,9,Male,0,0,40,<=50K
27,9,Male,0,0,30,<=50K
34,9,Male,0,0,40,<=50K
35,11,Female,0,0,40,>50K
29,10,Male,0,0,40,<=50K
41,9,Female,0,0,20,<=50K
33,16,Female,0,0,48,>50K
22,9,Female,0,0,20,<=50K
52,13,Male,0,0,40,>50K
20,9,Male,0,0,40,<=50K
18,7,Male,0,0,10,<=50K
63,13,Male,0,0,50,>50K
49,4,Female,0,0,35,<=50K
58,9,Male,0,0,40,<=50K
23,9,Female,0,0,50,<=50K
59,9,Male,0,0,40,>50K
49,10,Male,0,0,40,<=50K
23,13,Female,0,0,15,<=50K
17,6,Male,0,0,40,<=50K
20,7,Male,0,0,40,<=50K
36,11,Male,0,1887,50,>50K
64,10,Female,0,0,3,<=50K
34,10,Female,0,0,40,<=50K
63,12,Female,0,0,35,<=50K
51,9,Female,0,0,40,<=50K
40,10,Female,0,0,35,<=50K
55,5,Male,0,0,55,<=50K
35,9,Male,0,0,46,<=50K
30,13,Male,0,0,25,<=50K
47,13,Male,0,0,18,<=50K
29,6,Male,0,0,40,<=50K
17,7,Female,0,0,8,<=50K
32,15,Male,7688,0,45,>50K
55,13,Male,0,0,40,<=50K
47,10,Male,0,0,56,>50K
50,13,Male,0,0,40,<=50K
42,9,Male,7688,0,45,>50K
32,10,Male,0,0,55,>50K
60,12,Male,0,0,30,<=50K
53,9,Male,0,0,40,<=50K
58,13,Male,8614,0,40,>50K
45,13,Male,0,0,30,<=50K
31,9,Male,0,0,40,<=50K
32,9,Male,0,0,40,<=50K
37,10,Female,0,0,30,<=50K
28,10,Female,0,0,60,<=50K
26,8,Male,0,0,40,<=50K
47,9,Male,0,0,80,>50K
34,10,Male,0,0,50,>50K
42,9,Male,0,0,40,<=50K
48,13,Female,99999,0,40,>50K
32,9,Female,0,0,40,<=50K
35,11,Female,0,0,42,>50K
46,16,Female,0,1902,52,>50K
38,10,Male,0,0,40,<=50K
49,9,Male,0,0,70,<=50K
35,13,Male,0,0,40,>50K
61,9,Male,4865,0,40,<=50K
45,12,Male,0,0,35,<=50K
31,13,Male,0,0,40,<=50K
52,10,Male,0,0,60,>50K
20,10,Male,0,0,50,<=50K
64,7,Male,0,0,30,<=50K
20,10,Male,0,0,40,<=50K
24,14,Male,0,0,50,<=50K
29,11,Male,0,0,40,>50K
23,13,Female,0,0,40,<=50K
34,9,Male,0,0,40,<=50K
54,14,Female,0,0,38,<=50K
21,10,Female,0,0,30,<=50K
23,13,Female,0,0,30,<=50K
79,4,Female,2964,0,30,<=50K
55,14,Male,0,0,40,>50K
42,9,Male,0,0,35,<=50K
60,9,Female,2597,0,40,<=50K
37,12,Male,0,0,40,<=50K
47,9,Male,0,1590,40,<=50K
20,10,Male,0,0,40,<=50K
53,13,Male,0,0,40,<=50K
34,9,Female,0,0,40,<=50K
43,10,Female,0,0,40,<=50K
24,10,Male,0,0,60,<=50K
23,9,Male,0,0,40,<=50K
29,11,Male,0,0,40,<=50K
58,10,Female,0,0,40,<=50K
55,12,Male,7688,0,40,>50K
40,14,Female,0,0,40,<=50K
43,10,Female,0,0,40,<=50K
25,14,Male,0,0,40,<=50K
23,13,Male,0,0,24,<=50K
34,9,Male,0,0,50,<=50K
26,10,Female,0,0,35,<=50K
60,16,Female,0,0,65,>50K
39,9,Male,0,0,50,>50K
21,9,Male,0,0,40,<=50K
45,9,Male,0,2179,45,<=50K
33,10,Male,0,0,40,<=50K
26,13,Male,0,0,70,>50K
39,10,Female,114,0,45,<=50K
29,12,Female,8614,0,40,>50K
29,10,Female,0,0,40,<=50K
52,7,Male,0,0,40,<=50K
34,13,Male,0,0,30,>50K
24,9,Male,0,0,48,<=50K
77,16,Male,20051,0,40,>50K
34,14,Male,0,0,60,<=50K
53,5,Male,0,0,70,<=50K
31,9,Male,0,0,40,<=50K
58,9,Female,0,0,15,<=50K
50,14,Male,7688,0,55,>50K
32,9,Male,0,0,40,<=50K
57,9,Female,0,0,40,<=50K
32,9,Female,0,0,45,<=50K
77,5,Female,0,0,10,<=50K
37,10,Male,0,0,40,<=50K
51,9,Female,0,0,40,<=50K
33,12,Male,0,0,60,<=50K
53,9,Female,0,0,35,<=50K
32,9,Male,0,0,50,<=50K
30,10,Male,0,0,40,<=50K
19,10,Female,594,0,20,<=50K
33,13,Female,0,0,24,<=50K
31,11,Female,0,0,40,<=50K
28,10,Female,0,0,40,<=50K
19,8,Female,0,0,20,<=50K
27,9,Male,0,0,60,<=50K
21,3,Male,0,0,40,<=50K
24,13,Female,0,0,40,<=50K
46,9,Male,0,0,54,<=50K
31,13,Female,0,0,40,<=50K
60,10,Male,0,0,40,>50K
21,6,Female,0,0,38,<=50K
38,7,Female,0,0,32,<=50K
31,11,Male,0,0,40,<=50K
26,13,Male,0,0,40,>50K
46,9,Female,0,0,25,<=50K
25,9,Male,0,0,60,>50K
23,10,Male,0,0,30,<=50K
53,14,Male,0,0,40,>50K
42,14,Female,0,1887,48,>50K
29,9,Female,0,2179,40,<=50K
45,10,Male,0,0,50,>50K
70,13,Male,0,0,40,<=50K
55,13,Male,99999,0,60,>50K
40,16,Male,0,1887,50,>50K
17,6,Male,0,0,30,<=50K
18,9,Male,0,0,40,<=50K
34,14,Male,0,0,60,>50K
41,10,Female,0,0,40,<=50K
28,13,Male,0,0,40,<=50K
23,9,Male,0,0,40,<=50K
32,10,Male,0,0,40,<=50K
56,4,Male,0,0,48,<=50K
36,9,Male,0,0,45,<=50K
26,9,Male,0,0,50,<=50K
62,13,Female,0,0,7,<=50K
35,12,Female,0,0,40,<=50K
25,13,Female,0,0,40,<=50K
28,9,Male,0,0,50,<=50K
21,10,Female,0,0,25,<=50K
31,6,Male,0,0,40,<=50K
23,12,Male,0,0,25,<=50K
58,13,Male,0,0,40,>50K
55,14,Male,0,0,40,>50K
54,9,Male,0,0,40,<=50K
33,9,Male,3908,0,40,<=50K
28,7,Male,7688,0,40,>50K
40,7,Male,0,0,30,<=50K
33,13,Male,7298,0,80,>50K
27,15,Male,0,0,10,<=50K
55,9,Male,0,0,25,<=50K
53,9,Male,0,0,45,<=50K
23,8,Male,0,0,46,<=50K
66,9,Male,0,0,16,<=50K
34,11,Male,0,0,60,>50K
39,6,Male,0,0,40,<=50K
21,10,Female,0,0,40,<=50K
26,10,Female,0,0,35,<=50K
21,9,Female,0,0,40,<=50K
59,9,Male,0,0,40,<=50K
61,6,Male,0,0,40,<=50K
30,13,Male,0,0,50,>50K
22,11,Male,0,0,40,<=50K
47,9,Female,0,0,30,<=50K
50,9,Male,0,0,40,<=50K
67,13,Female,0,2206,5,<=50K
59,6,Male,0,0,40,<=50K
35,12,Female,0,0,80,>50K
56,10,Female,27828,0,20,>50K
28,9,Male,0,0,40,<=50K
34,9,Female,2977,0,50,<=50K
63,6,Female,0,0,56,<=50K
48,10,Male,0,0,40,<=50K
41,10,Male,0,0,44,>50K
26,10,Female,0,0,20,<=50K
47,6,Male,0,2179,52,<=50K
29,11,Male,0,0,50,<=50K
30,9,Male,0,0,40,<=50K
19,9,Male,0,0,20,<=50K
27,13,Female,0,0,37,<=50K
59,9,Male,0,0,70,<=50K
19,9,Male,0,0,40,<=50K
45,5,Male,0,0,40,<=50K
37,9,Male,0,0,40,<=50K
44,16,Female,0,0,38,<=50K
34,13,Male,0,0,38,<=50K
30,13,Female,0,0,35,<=50K
30,13,Male,0,0,40,>50K
56,7,Female,0,0,40,<=50K
19,9,Female,0,0,40,<=50K
37,4,Male,0,0,40,<=50K
45,14,Male,0,1977,43,>50K
21,10,Female,0,0,40,<=50K
34,9,Male,0,0,45,<=50K
27,13,Male,0,0,50,<=50K
44,14,Female,0,0,40,<=50K
33,13,Male,0,0,40,<=50K
32,10,Female,0,0,50,<=50K
37,10,Male,0,0,40,<=50K
26,13,Female,0,0,48,<=50K
49,9,Male,5013,0,60,<=50K
20,10,Female,0,0,30,<=50K
37,10,Male,0,0,40,<=50K
22,3,Male,0,0,48,<=50K
44,13,Male,0,0,35,<=50K
30,9,Male,0,0,40,<=50K
55,9,Male,0,0,40,<=50K
36,7,Male,0,0,40,<=50K
29,8,Male,0,0,40,<=50K
19,10,Male,0,0,22,<=50K
45,11,Male,0,0,40,<=50K
38,13,Male,0,0,55,>50K
42,10,Male,0,0,40,<=50K
27,11,Female,0,0,40,<=50K
20,10,Male,0,0,25,<=50K
43,13,Male,0,0,35,<=50K
21,9,Male,0,0,40,<=50K
33,13,Female,0,0,40,<=50K
36,9,Male,0,0,80,>50K
34,8,Male,0,0,40,<=50K
72,4,Female,0,0,99,<=50K
54,10,Male,0,0,44,>50K
30,9,Male,0,0,40,>50K
63,9,Male,0,0,40,<=50K
36,13,Male,0,0,50,>50K
25,13,Male,0,0,50,<=50K
72,12,Female,0,0,40,<=50K
55,9,Male,0,0,40,<=50K
44,10,Male,0,0,45,>50K
41,9,Female,0,0,40,<=50K
20,10,Male,0,0,40,<=50K
47,12,Male,0,0,40,>50K
71,10,Male,3432,0,20,<=50K
41,13,Male,0,0,40,>50K
35,9,Male,0,0,40,<=50K
18,9,Female,0,0,40,<=50K
23,9,Female,0,0,30,<=50K
57,13,Male,0,0,40,<=50K
56,2,Male,0,0,65,<=50K
25,10,Female,0,0,35,<=50K
64,11,Female,0,0,15,<=50K
35,13,Female,0,0,40,<=50K
61,11,Male,0,0,40,<=50K
36,13,Female,0,0,55,<=50K
18,8,Female,0,0,15,<=50K
21,10,Female,0,0,20,<=50K
43,12,Female,0,0,35,<=50K
32,9,Male,0,0,40,<=50K
52,8,Male,0,0,45,>50K
48,9,Male,0,0,55,<=50K
40,13,Female,0,0,40,<=50K
35,9,Male,5178,0,40,>50K
22,10,Female,0,0,25,<=50K
42,9,Female,0,0,40,<=50K
60,4,Female,0,0,20,<=50K
34,10,Male,0,0,40,<=50K
27,12,Male,0,0,40,<=50K
47,13,Male,0,0,65,<=50K
65,5,Male,0,0,45,<=50K
61,14,Female,0,0,99,<=50K
18,10,Male,0,0,28,<=50K
49,9,Male,0,0,40,<=50K
48,16,Male,0,0,45,>50K
26,10,Male,2174,0,75,<=50K
30,13,Male,0,0,40,<=50K
68,9,Male,0,0,50,>50K
23,9,Male,0,0,80,<=50K
65,9,Male,0,0,24,<=50K
32,13,Male,0,0,44,<=50K
44,14,Male,0,0,40,>50K
48,14,Female,0,0,40,>50K
24,11,Male,0,0,45,<=50K
58,10,Male,0,0,40,<=50K
32,10,Male,0,0,50,<=50K
54,14,Male,0,0,50,>50K
35,14,Male,0,0,45,>50K
35,12,Female,0,0,50,<=50K
24,9,Male,0,0,40,<=50K
50,9,Male,99999,0,40,>50K
38,9,Male,0,0,40,<=50K
57,9,Male,0,0,40,>50K
38,10,Male,0,0,60,<=50K
49,9,Male,0,0,40,<=50K
25,13,Female,0,0,16,<=50K
56,10,Male,0,0,40,<=50K
32,7,Female,0,0,40,<=50K
22,13,Male,0,0,40,<=50K
23,10,Male,0,0,40,<=50K
33,9,Male,0,0,40,<=50K
42,10,Female,0,0,12,<=50K
62,9,Male,0,0,48,<=50K
24,5,Male,0,0,40,<=50K
26,13,Male,0,0,40,<=50K
46,10,Male,0,0,40,>50K
33,13,Female,0,0,50,>50K
65,9,Male,0,0,1,>50K
65,9,Male,2414,0,20,<=50K
46,10,Male,7688,0,40,>50K
43,11,Female,0,0,40,<=50K
43,9,Male,0,0,40,>50K
35,6,Male,0,0,40,<=50K
48,9,Female,0,0,48,<=50K
55,13,Male,0,0,40,>50K
45,11,Male,0,0,40,<=50K
56,13,Male,4508,0,40,<=50K
59,14,Male,0,0,40,<=50K
56,9,Male,0,0,40,<=50K
21,9,Male,0,0,10,<=50K
26,7,Male,3411,0,40,<=50K
38,9,Female,0,0,40,<=50K
27,10,Female,0,0,40,<=50K
48,4,Male,0,0,50,>50K
37,14,Male,0,0,60,>50K
63,9,Male,0,0,30,<=50K
27,9,Male,0,0,38,>50K
20,10,Male,0,0,25,<=50K
26,14,Male,0,1887,40,>50K
21,6,Male,0,0,40,<=50K
51,12,Male,0,0,40,<=50K
28,12,Male,0,0,40,>50K
39,11,Female,0,0,40,<=50K
35,14,Male,0,0,55,>50K
21,10,Female,0,0,43,<=50K
65,4,Male,0,0,40,<=50K
54,11,Male,0,0,40,<=50K
39,4,Male,0,1602,35,<=50K
24,10,Female,0,0,40,<=50K
36,13,Female,0,0,40,<=50K
70,10,Male,0,0,10,>50K
52,9,Male,0,0,40,>50K
64,9,Male,0,0,40,<=50K
43,10,Male,0,0,40,<=50K
44,11,Male,594,0,25,<=50K
47,9,Female,0,0,40,<=50K
32,8,Male,0,0,40,<=50K
20,10,Female,0,0,30,<=50K
33,10,Female,0,0,38,<=50K
52,9,Female,0,0,40,<=50K
49,4,Male,0,0,40,<=50K
31,9,Female,0,0,18,<=50K
62,9,Female,0,0,6,<=50K
44,10,Male,0,0,55,<=50K
28,9,Male,3908,0,40,<=50K
68,14,Female,0,0,40,>50K
40,10,Female,0,0,40,<=50K
46,4,Male,0,0,50,<=50K
22,9,Female,0,0,40,<=50K
37,13,Male,0,0,15,<=50K
62,14,Male,0,0,70,<=50K
37,13,Male,0,0,50,>50K
35,9,Male,4787,0,40,>50K
44,9,Male,0,0,68,<=50K
41,11,Male,0,0,40,>50K
36,13,Male,0,0,40,<=50K
26,13,Female,0,0,45,<=50K
48,9,Male,0,0,40,>50K
21,9,Female,0,0,28,<=50K
39,15,Male,7688,0,40,>50K
38,11,Female,14344,0,40,>50K
44,11,Male,0,0,40,>50K
56,6,Female,0,0,30,>50K
25,5,Male,0,0,40,<=50K
32,13,Female,0,0,50,<=50K
47,10,Female,0,0,40,>50K
26,10,Male,0,0,40,<=50K
31,13,Female,14084,0,60,>50K
23,11,Male,0,0,40,<=50K
41,10,Female,0,0,40,>50K
55,10,Male,0,0,25,<=50K
23,10,Female,0,0,25,<=50K
45,9,Male,7298,0,40,>50K
42,13,Male,0,1485,40,<=50K
29,10,Male,0,0,15,<=50K
48,14,Male,0,0,40,<=50K
36,10,Male,0,0,40,<=50K
52,13,Male,15024,0,50,>50K
46,11,Male,0,0,40,<=50K
34,10,Male,0,0,40,<=50K
27,12,Female,0,0,40,<=50K
18,9,Female,0,0,40,<=50K
18,10,Female,0,0,24,<=50K
42,4,Male,0,0,40,<=50K
64,10,Male,0,0,40,<=50K
36,14,Male,0,0,45,>50K
20,7,Female,0,0,20,<=50K
52,15,Male,0,0,40,>50K
44,13,Male,0,0,45,>50K
53,10,Male,0,0,60,>50K
36,13,Male,0,0,60,>50K
27,13,Male,0,0,40,<=50K
52,9,Male,0,0,60,<=50K
60,14,Male,0,0,40,<=50K
41,12,Male,0,0,45,>50K
64,15,Male,0,0,40,>50K
25,2,Male,0,0,25,<=50K
63,4,Male,0,0,40,<=50K
54,11,Male,0,0,40,<=50K
21,9,Male,0,0,40,<=50K
27,13,Male,0,0,40,<=50K
63,14,Male,41310,0,50,<=50K
37,9,Female,0,0,30,<=50K
22,9,Male,0,0,35,<=50K
54,4,Male,0,0,40,<=50K
54,6,Female,0,0,40,<=50K
60,9,Male,0,0,40,<=50K
19,7,Male,0,0,25,<=50K
25,9,Female,0,0,40,<=50K
51,9,Female,0,0,40,<=50K
47,9,Female,0,0,40,<=50K
44,6,Male,0,0,50,<=50K
18,10,Female,0,0,30,<=50K
57,9,Female,0,0,57,<=50K
22,10,Male,0,0,34,<=50K
36,10,Female,0,0,20,<=50K
33,9,Female,0,1485,38,<=50K
39,10,Male,0,0,40,<=50K
49,16,Male,0,0,50,>50K
41,9,Male,0,0,40,<=50K
35,10,Male,0,0,38,<=50K
40,12,Female,1506,0,40,<=50K
30,13,Female,0,0,40,<=50K
25,9,Male,0,1504,37,<=50K
25,10,Male,0,1902,36,>50K
37,14,Male,7688,0,50,>50K
53,15,Male,0,0,60,>50K
34,12,Female,0,0,25,<=50K
22,9,Male,0,0,40,<=50K
18,9,Female,0,0,20,<=50K
52,14,Female,15024,0,40,>50K
45,9,Male,5455,0,40,<=50K
19,10,Female,0,2001,40,<=50K
33,13,Male,0,0,65,<=50K
45,10,Male,0,0,40,<=50K
43,13,Male,0,0,35,>50K
40,9,Male,0,0,35,<=50K
41,13,Male,0,0,75,>50K
25,9,Male,0,1579,40,<=50K
22,13,Female,0,0,32,<=50K
52,10,Male,0,0,45,<=50K
45,10,Male,0,0,40,>50K
32,16,Female,0,0,70,<=50K
26,13,Male,0,0,20,<=50K
24,10,Male,0,0,40,<=50K
37,9,Female,0,0,40,<=50K
49,9,Female,0,0,40,<=50K
43,14,Male,0,0,50,<=50K
35,9,Male,0,0,40,<=50K
